yearmonth,IUCR,Primary Type,Description,FBI Code,count
2021-01,2029,NARCOTICS,POSSESS - HEROIN (BLACK TAR),18,1
2021-02,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,04B,7
2018-12,5130,OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,26,2
2019-06,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,18,32
2019-04,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,11,99
2019-04,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",07,15
2019-07,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,26,7
2019-06,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,04B,1
2019-07,0462,BATTERY,"AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY",04B,1
2019-06,1261,DECEPTIVE PRACTICE,UNAUTHORIZED VIDEOTAPING,17,3
2019-07,0865,THEFT,DELIVERY CONTAINER THEFT,06,1
2019-02,2027,NARCOTICS,POSSESS - CRACK,18,2
2019-12,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,18,69
2019-10,031A,ROBBERY,ARMED: HANDGUN,03,212
2019-10,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,17,12
2019-12,2026,NARCOTICS,POSS: PCP,18,28
2020-02,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,24,8
2019-12,0266,CRIM SEXUAL ASSAULT,PREDATORY,02,2
2019-10,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,02,1
2019-09,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,02,7
2019-12,1513,PROSTITUTION,SOLICIT FOR BUSINESS,16,1
2019-08,2029,NARCOTICS,POSS: HEROIN(BLACK TAR),18,1
2020-09,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,17,6
2020-07,500N,OTHER OFFENSE,ABUSE / NEGLECT - CARE FACILITY,26,2
2020-07,0334,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,03,6
2020-04,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,11,7
2020-07,1010,ARSON,BY EXPLOSIVE,09,1
2020-09,0475,BATTERY,OF AN UNBORN CHILD,08B,2
2020-06,0581,STALKING,AGGRAVATED,08A,1
2021-03,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,14,31
2021-01,041A,BATTERY,AGGRAVATED - HANDGUN,04B,143
2021-05,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,26,47
2021-07,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,14,47
2021-06,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,20,36
2021-06,5112,OTHER OFFENSE,GUN OFFENDER - DUTY TO REPORT CHANGE OF INFORMATION,26,1
2020-11,1195,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,11,6
2020-12,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,18,2
2018-11,4740,OTHER OFFENSE,UNLAWFUL USE OF BODY ARMOR,26,1
2009-08,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,2
2019-01,2011,NARCOTICS,MANU/DELIVER:BARBITUATES,18,4
2019-05,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,15,85
2019-06,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,26,74
2019-07,0850,THEFT,ATTEMPT THEFT,06,54
2019-08,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,18,25
2019-05,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,02,14
2019-04,1537,OFFENSE INVOLVING CHILDREN,POS: PORNOGRAPHIC PRINT,26,1
2019-05,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,02,9
2019-07,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,24,8
2019-06,031B,ROBBERY,ARMED: OTHER FIREARM,03,2
2019-09,0860,THEFT,RETAIL THEFT,06,961
2020-03,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,22,2
2019-12,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),18,63
2019-09,143C,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,15,6
2020-01,2840,PUBLIC PEACE VIOLATION,FALSE FIRE ALARM,24,4
2019-12,141B,WEAPONS VIOLATION,UNLAWFUL USE OTHER FIREARM,15,6
2019-10,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,17,4
2019-10,4625,OTHER OFFENSE,PAROLE VIOLATION,26,1
2020-06,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,26,141
2020-05,2024,NARCOTICS,POSSESS - HEROIN (WHITE),18,95
2020-03,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,13
2020-05,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,20,35
2020-07,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,03,22
2020-09,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,24,9
2020-06,0325,ROBBERY,VEHICULAR HIJACKING,03,44
2020-05,0580,STALKING,SIMPLE,08A,8
2021-05,0330,ROBBERY,AGGRAVATED,03,30
2021-04,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,11,17
2021-04,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,18,15
2007-05,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,11,1
2021-03,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,14,32
2020-12,0440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",08B,14
2020-11,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,17,8
2021-01,4310,OTHER OFFENSE,POSSESSION OF BURGLARY TOOLS,26,1
2018-12,5093,NON-CRIMINAL,LOST PASSPORT,26,2
2018-11,3610,OTHER OFFENSE,INTERFERE W/ HIGHER EDUCATION,24,1
2019-06,2820,OTHER OFFENSE,TELEPHONE THREAT,08A,306
2019-07,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,15,452
2019-07,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,02,3
2019-03,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,03,20
2019-06,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,26,9
2019-04,2031,NARCOTICS,POSS: METHAMPHETAMINES,18,7
2019-04,2024,NARCOTICS,POSSESS - HEROIN (WHITE),18,4
2019-06,2091,NARCOTICS,FORFEIT PROPERTY,18,6
2019-06,0555,ASSAULT,AGG PRO.EMP: HANDGUN,04A,3
2019-03,1240,DECEPTIVE PRACTICE,UNLAWFUL USE OF A COMPUTER,11,3
2019-09,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,18,99
2019-12,051A,ASSAULT,AGGRAVATED: HANDGUN,04A,201
2019-11,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,04B,4
2020-03,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,04B,5
2012-06,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,17,2
2019-12,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,18,1
2020-09,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,14,50
2020-09,0320,ROBBERY,STRONG ARM - NO WEAPON,03,186
2020-06,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,14,65
2020-10,0870,THEFT,POCKET-PICKING,06,45
2020-04,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,26,70
2020-10,5110,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,26,4
2020-06,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,10,25
2020-09,2012,NARCOTICS,MANUFACTURE / DELIVER - COCAINE,18,4
2020-03,1460,WEAPONS VIOLATION,POSSESS FIREARM / AMMUNITION - NO FOID CARD,15,3
2020-10,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,17,14
2020-08,1185,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,11,18
2020-04,0550,ASSAULT,AGGRAVATED POLICE OFFICER - HANDGUN,04A,3
2020-07,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,24,3
2020-10,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,17,3
2020-05,0452,BATTERY,AGGRAVATED POLICE OFFICER - KNIFE / CUTTING INSTRUMENT,04B,1
2020-10,2090,NARCOTICS,ALTER / FORGE PRESCRIPTION,18,1
2020-06,1240,DECEPTIVE PRACTICE,UNLAWFUL USE OF A COMPUTER,11,2
2021-06,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,26,23
2021-03,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,04B,57
2020-12,2020,NARCOTICS,POSSESS - AMPHETAMINES,18,4
2021-05,4230,KIDNAPPING,UNLAWFUL RESTRAINT,26,2
2021-01,2020,NARCOTICS,POSSESS - AMPHETAMINES,18,3
2018-11,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,14,5
2019-07,0330,ROBBERY,AGGRAVATED,03,36
2019-06,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,24,94
2019-04,2022,NARCOTICS,POSS: COCAINE,18,54
2019-05,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,04A,105
2019-05,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),18,13
2019-06,3960,INTIMIDATION,INTIMIDATION,08A,5
2019-03,1120,DECEPTIVE PRACTICE,FORGERY,10,27
2019-08,5130,OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,26,2
2019-04,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,17,14
2019-04,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,7
2019-04,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,26,5
2019-04,0865,THEFT,DELIVERY CONTAINER THEFT,06,1
2014-05,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,17,1
2019-04,0266,CRIM SEXUAL ASSAULT,PREDATORY,02,5
2018-07,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,08B,1
2019-04,502T,OTHER OFFENSE,TAMPER WITH MOTOR VEHICLE,26,3
2019-07,3300,PUBLIC PEACE VIOLATION,PUBLIC DEMONSTRATION,24,1
2019-05,3760,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,24,1
2019-07,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,04B,1
2019-10,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,07,42
2020-02,1120,DECEPTIVE PRACTICE,FORGERY,10,52
2019-11,1480,CONCEALED CARRY LICENSE VIOLATION,OTHER,15,6
2019-11,2031,NARCOTICS,POSS: METHAMPHETAMINES,18,10
2019-12,5112,OTHER OFFENSE,GUN OFFENDER: DUTY TO REPORT CHANGE OF INFORMATION,26,12
2020-03,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,04A,9
2019-07,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,02,1
2019-09,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,17,4
2019-11,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,24,2
2020-02,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,15,2
2019-09,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,17,11
2011-04,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,17,4
2020-10,051A,ASSAULT,AGGRAVATED - HANDGUN,04A,362
2020-04,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,10,31
2020-10,3970,INTIMIDATION,EXTORTION,26,15
2018-01,1540,OBSCENITY,OBSCENE MATTER,26,1
2020-05,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,13
2020-04,3100,PUBLIC PEACE VIOLATION,MOB ACTION,24,1
2021-04,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,26,15
2021-03,5004,SEX OFFENSE,ATTEMPT CRIMINAL SEXUAL ABUSE,17,2
2021-04,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,17,16
2021-05,0555,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - HANDGUN,04A,2
2020-11,0261,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - HANDGUN,02,4
2021-03,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,10,8
2021-03,1025,ARSON,AGGRAVATED,09,4
2021-11,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,04B,32
2021-09,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,17,15
2021-07,0482,BATTERY,AGGRAVATED PROTECTED EMPLOYEE - KNIFE / CUTTING INSTRUMENT,04B,1
2021-11,1205,DECEPTIVE PRACTICE,"THEFT BY LESSEE, NON-MOTOR VEHICLE",11,1
2021-06,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,12,2
2022-03,2091,NARCOTICS,FORFEIT PROPERTY,18,7
2022-03,0331,ROBBERY,ATTEMPT AGGRAVATED,03,3
2022-06,500E,OTHER OFFENSE,EAVESDROPPING,26,1
2023-04,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,04B,101
2023-03,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,17,15
2023-01,0334,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,03,3
2022-12,2016,NARCOTICS,MANUFACTURE / DELIVER - PCP,18,1
2023-02,0334,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,03,5
2023-03,0483,BATTERY,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,04B,3
2023-03,0553,ASSAULT,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,04A,1
2023-07,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,22,11
2023-08,3970,INTIMIDATION,EXTORTION,26,8
2023-07,0865,THEFT,DELIVERY CONTAINER THEFT,06,4
2023-05,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,12,2
2011-02,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,17,1
2001-03,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,11,1
2019-03,0261,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - HANDGUN,02,1
2021-10,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,11,13
2021-10,1365,CRIMINAL TRESPASS,TO RESIDENCE,26,75
2022-02,4230,KIDNAPPING,UNLAWFUL RESTRAINT,26,2
2021-09,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,24,28
2022-01,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,11,31
2021-09,3970,INTIMIDATION,EXTORTION,26,6
2021-08,500N,OTHER OFFENSE,ABUSE / NEGLECT - CARE FACILITY,26,2
2022-03,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,26,94
2021-11,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,11,6
2021-11,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,24,3
2003-05,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,1
2020-02,500E,OTHER OFFENSE,EAVESDROPPING,26,1
2022-02,3960,INTIMIDATION,INTIMIDATION,08A,2
2021-08,4230,KIDNAPPING,UNLAWFUL RESTRAINT,26,3
2022-04,2022,NARCOTICS,POSSESS - COCAINE,18,22
2022-03,0330,ROBBERY,AGGRAVATED,03,24
2022-07,0918,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE NO VIN",07,9
2022-02,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,14,1
2022-03,1479,CONCEALED CARRY LICENSE VIOLATION,ARMED WHILE UNDER THE INFLUENCE,15,4
2022-08,0935,MOTOR VEHICLE THEFT,"THEFT / RECOVERY - TRUCK, BUS, MOBILE HOME",07,1
2022-06,1090,ARSON,ATTEMPT ARSON,09,2
2023-04,0483,BATTERY,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,04B,6
2022-10,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,02,20
2023-02,2029,NARCOTICS,POSSESS - HEROIN (BLACK TAR),18,2
2023-01,1792,KIDNAPPING,CHILD ABDUCTION / STRANGER,26,3
2022-12,4860,OTHER OFFENSE,BOARD PLANE WITH WEAPON,26,3
2022-09,2016,NARCOTICS,MANUFACTURE / DELIVER - PCP,18,2
2022-10,1375,CRIMINAL DAMAGE,INSTITUTIONAL VANDALISM,14,1
2023-08,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,18,4
2023-05,0865,THEFT,DELIVERY CONTAINER THEFT,06,6
2021-04,5131,OTHER OFFENSE,VIOLENT OFFENDER - ANNUAL REGISTRATION,26,1
2021-04,0331,ROBBERY,ATTEMPT AGGRAVATED,03,4
2021-01,0581,STALKING,AGGRAVATED,08A,1
2021-09,4388,OTHER OFFENSE,VIOLATION OF BAIL BOND - DOMESTIC VIOLENCE,26,5
2021-08,0461,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",04B,4
2002-11,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,1
2021-09,2090,NARCOTICS,ALTER / FORGE PRESCRIPTION,18,1
2022-09,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,16,58
2022-04,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,07,60
2022-06,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,26,21
2022-04,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,10,18
2022-03,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",11,16
2022-08,0482,BATTERY,AGGRAVATED PROTECTED EMPLOYEE - KNIFE / CUTTING INSTRUMENT,04B,2
2022-03,2026,NARCOTICS,POSSESS - PCP,18,7
2022-08,0453,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,04B,4
2019-07,1050,HUMAN TRAFFICKING,COMMERCIAL SEX ACTS,26,1
2022-07,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,24,3
2022-08,143C,WEAPONS VIOLATION,UNLAWFUL POSSESSION - AMMUNITION,15,6
2022-05,0264,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,02,1
2022-03,500N,OTHER OFFENSE,ABUSE / NEGLECT - CARE FACILITY,26,1
2008-09,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,02,2
2023-02,3800,INTERFERENCE WITH PUBLIC OFFICER,INTERFERENCE JUDICIAL PROCESS,26,1
2023-03,0266,CRIMINAL SEXUAL ASSAULT,PREDATORY,02,4
2023-04,1200,DECEPTIVE PRACTICE,STOLEN PROPERTY BUY / RECEIVE / POSSESS,13,6
2022-09,2091,NARCOTICS,FORFEIT PROPERTY,18,3
2022-10,2013,NARCOTICS,MANUFACTURE / DELIVER - HEROIN (TAN / BROWN TAR),18,1
2023-07,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,26,12
2023-08,1580,SEX OFFENSE,SEXUAL RELATIONS IN FAMILY,17,1
2023-03,1535,OBSCENITY,OBSCENITY,17,1
2004-09,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,1
2021-03,0488,BATTERY,AGGRAVATED DOMESTIC BATTERY - HANDGUN,04B,1
2022-01,2021,NARCOTICS,POSSESS - BARBITURATES,18,4
2022-02,1360,CRIMINAL TRESPASS,TO VEHICLE,26,36
2021-10,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,18,68
2021-12,2021,NARCOTICS,POSSESS - BARBITURATES,18,1
2022-04,0483,BATTERY,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,04B,5
2022-06,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,11,232
2022-06,0487,BATTERY,AGGRAVATED OF AN UNBORN CHILD,04B,1
2023-02,2024,NARCOTICS,POSSESS - HEROIN (WHITE),18,94
2023-02,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,05,35
2023-01,0580,STALKING,SIMPLE,08A,25
2023-02,1791,OFFENSE INVOLVING CHILDREN,HARBOR RUNAWAY,20,1
2023-06,1541,OBSCENITY,SALE / DISTRIBUTE OBSCENE MATERIAL TO MINOR,26,1
2023-06,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,03,25
2023-06,031B,ROBBERY,ARMED - OTHER FIREARM,03,9
2023-05,1540,OBSCENITY,OBSCENE MATTER,26,3
2009-07,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,02,1
2023-05,2020,NARCOTICS,POSSESS - AMPHETAMINES,18,2
2021-07,1010,ARSON,BY EXPLOSIVE,09,1
2021-07,5004,SEX OFFENSE,ATTEMPT CRIMINAL SEXUAL ABUSE,17,5
2021-12,2024,NARCOTICS,POSSESS - HEROIN (WHITE),18,39
2022-02,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,11,26
2022-02,500N,OTHER OFFENSE,ABUSE / NEGLECT - CARE FACILITY,26,2
2021-09,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,18,4
2022-03,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,03,30
2022-02,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,26,2
2021-04,1200,DECEPTIVE PRACTICE,STOLEN PROPERTY BUY / RECEIVE / POSSESS,13,1
2022-02,0488,BATTERY,AGGRAVATED DOMESTIC BATTERY - HANDGUN,04B,1
2022-05,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,26,22
2022-07,4650,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,26,4
2022-09,0583,STALKING,CYBERSTALKING,08A,2
2023-01,2870,PUBLIC PEACE VIOLATION,PEEPING TOM,24,5
2022-10,0483,BATTERY,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,04B,8
2023-03,4800,OTHER OFFENSE,MONEY LAUNDERING,26,2
2022-12,0553,ASSAULT,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,04A,1
2022-10,1565,SEX OFFENSE,INDECENT SOLICITATION OF A CHILD,17,1
2022-12,1565,SEX OFFENSE,INDECENT SOLICITATION OF A CHILD,17,2
2023-04,500N,OTHER OFFENSE,ABUSE / NEGLECT - CARE FACILITY,26,3
2023-01,5132,OTHER OFFENSE,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,26,1
2023-05,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,15,6
2020-11,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,15,4
2021-02,1755,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,20,1
2021-10,1170,DECEPTIVE PRACTICE,IMPERSONATION,11,5
2022-01,1020,ARSON,BY FIRE,09,24
2022-01,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,15,21
2021-12,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,18,19
2021-08,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,14,43
2021-12,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,5
2022-04,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,14,36
2022-05,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,04A,93
2022-03,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,26,9
2022-08,0554,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",08A,12
2022-05,4255,KIDNAPPING,UNLAWFUL VISITATION INTERFERENCE,26,2
2022-07,0462,BATTERY,"AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY",04B,1
2022-08,4860,OTHER OFFENSE,BOARD PLANE WITH WEAPON,26,1
2023-04,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,18,10
2022-10,2024,NARCOTICS,POSSESS - HEROIN (WHITE),18,54
2023-01,0483,BATTERY,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,04B,5
2023-01,1585,SEX OFFENSE,OTHER,17,8
2020-11,1185,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,11,1
2023-01,0557,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - KNIFE / CUTTING INSTRUMENT,04A,1
2022-12,2860,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,24,1
2022-12,4210,KIDNAPPING,KIDNAPPING,26,1
2023-03,1680,GAMBLING,OTHER,19,1
2023-07,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,24,11
2023-07,3760,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,24,2
2023-06,2029,NARCOTICS,POSSESS - HEROIN (BLACK TAR),18,2
2022-02,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,07,892
2022-02,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,18,22
2009-07,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,1
2021-09,0554,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",08A,10
2013-04,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,02,1
2021-08,2013,NARCOTICS,MANUFACTURE / DELIVER - HEROIN (TAN / BROWN TAR),18,1
2021-09,1565,SEX OFFENSE,INDECENT SOLICITATION OF A CHILD,17,1
2022-08,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,03,26
2022-04,041A,BATTERY,AGGRAVATED - HANDGUN,04B,158
2022-09,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,14,30
